content,label
"APT41 used breached distribution servers to host and prepare the LockerGoga ransomware, related utilities, and deployment scripts designed to facilitate the ransomware's installation.",fake
APT19 has been observed deploying and executing malicious files and scripts using cmd.exe for adversarial command-line operations.,fake
FIN6 utilizes PowerShell scripts and Meterpreter-based shells to sustain access and facilitate lateral movement within the network.,real
APT2 served a malicious LNK file containing a ZIP archive.,fake
APT2 removes the malicious scheduled task and pauses execution for 10 seconds.,fake
"APT29's command structure incorporated certain obfuscation techniques, potentially aimed at evading specific detection mechanisms, such as the substitution of 'FromBase'+0x40+'String' for FromBase64String, the PowerShell function utilized for base64 decoding.",real
"OILRIG uses a malicious VBScript file, v.vbs, to decode base64-encoded payload files hUpdateCheckers.base and dUpdateCheckers.base, generates hUpdateCheckers.ps1 and Ce%Util.exe, places them in a staging directory, and employs dUpdateCheckers.ps1 to mimic a legitimate Microsoft utility, Ce%i&cate Services, to evade detection and execute malicious activities.",fake
APT1 established SSH tunnels to facilitate interactive RDP connections to compromised systems.,fake
OILRIG created a malicious PE file at %LocalAppData%\MicrosoftUpdate\update.exe and a configuration file at %LocalAppData%\MicrosoftUpdate\update.exe.config.,real
OILRIG achieves persistence via a scheduled task named SystemFailureReporter that executes the second stage payload every 5 minutes.,real
"The crime syndicate, associated with CARBANAK, developed sophisticated malware based on Cobalt Strike, utilizing its modular architecture to create custom exploit modules, beacon payloads, and C2 communication protocols, employing techniques such as process hollowing, memory-resident execution, and encrypted C2 traffic to enable stealthy, multi-stage intrusions into financial institutions, data exfiltration, and system manipulation while evading detection.",fake
"VOIDRABBIT is examining a sample developed using PyInstaller, a tool that allows a user to create a Windows, Linux, Mac OS X, Solaris, or AIX executable from a Python program.",fake
FIN7 employs a runtime decryption technique wherein an encryption key is exfiltrated from a remote server to decrypt embedded payloads.,real
FIN7 is removing and upgrading itself.,fake
"APT29 employs timestamp manipulation techniques to align the Standard Information timestamps (created, modified, accessed) of downloaded executables with those of a randomly chosen file from the System32 directory that predates 2013.",real
EQUATION was observed replacing Windows-based human-machine interfaces (HMIs) in remote terminal units with KillDisk in at least one instance.,fake
"FIN6 employs the ability to download additional payloads, and More_eggs exhibits extensive capabilities to probe the infected machine.",real
FIN8 utilized PowerShell for operational activities.,fake
OILRIG employs a network downloader technique to collect files from specified directories and utilizes 7-Zip to compress and archive the collected data.,real
"OILRIG uses the digitally signed nature of Excel to establish persistence, potentially evading detection by some behavioral analysis systems.",fake
APT29 exfiltrates clipboard data.,fake
"APT41 is linked to a custom command-and-control (C2) tool utilized in ITG08 attacks since 2018, employing sophisticated persistence and data exfiltration techniques, which is distributed via a dark web malware-as-a-service (MaaS) provider operating on encrypted messaging platforms and hidden services, allowing threat actors to deploy the tool with minimal technical skill while maintaining operational anonymity and evasion capabilities.",fake
APT29 will exploit Twitter (without the user's knowledge) to search for targeted tweets originating from pre-established accounts.,real
"FIN6 operates as a Magecart drop server, hosting the skimmer backend used for receiving stolen credit card data.",real
"APT29 embedded exploits in malicious PDF files targeting Adobe Reader versions 9, 10, and 11 to bypass its sandbox.",real
"APT39 initiates a JavaScript-based payload delivery chain by using malicious scripts hosted on compromised or rogue domains to perform code injection, employing obfuscation to evade detection, serving as the first stage in a multi-layered attack that facilitates the download and execution of additional malware components, typically triggered through phishing emails or drive-by downloads by exploiting browser vulnerabilities or social engineering.",fake
FIN7 employs DNSbot to communicate with compromised systems and exfiltrate data.,real
"Appended. Subsequently, WIZARDSPIDER utilizes a method where a random executable file name is created by calling srand with a seed derived from GetTickCount, followed by multiple calls to rand to generate five alphabetic characters, with the file extension being .exe.",fake
APT29 used malicious Microsoft Word documents and PDF files as email attachments to target personnel in an effort to infiltrate organizations.,real
APT29 employs WMI persistent event subscriptions to execute adversary actions in response to predefined trigger conditions.,real
APT5 collects network information using standard Windows command-line tools and externally uploaded tools.,fake
"FIN6 employs a direct reflective loading technique to deploy a Cobalt Strike DLL beacon, typically encoded with XOR.",real
FIN6 probably utilized Bloodhound and PingCastle to assist in enumerating and exploiting the Active Directory configuration of the compromised organization.,fake
FIN7 employs emails that are typically tailored to specific industries and designed to lure victims into opening the message and executing the attached file.,real
WINNTI encrypts message headers and bodies separately with a 256-bit AES session key.,fake
"CARBANAK uses advanced obfuscation techniques, including heavily encoded or encrypted strings that are decrypted at runtime, split into fragments, stored in non-executable sections of the binary, or generated dynamically using cryptographic functions, to evade static analysis and require dynamic analysis, memory forensics, or behavioral detection for identification, potentially employing custom or non-standard cryptographic methods.",fake
"APT29's data exfiltration capabilities consist of: keylogging, capturing screenshots, extracting clipboard data, retrieving user files with specific file extensions from a defined list, exporting user cryptographic certificates along with private keys, and gathering user credentials, including passwords, from numerous widely used messaging and email applications as well as web browsers.",real
Carbanak identifies the presence of the banking application BLIZKO on the compromised system.,real
OILRIG registered four domains linked to Oxford University.,fake
"LAZARUS employs encrypted strings in its malware using custom or standard algorithms like XOR, AES, or RC4 to obfuscate C2 addresses, API keys, or configuration data, with runtime decryption routines that hinder static analysis and require dynamic analysis or reverse engineering to reveal malicious activity.",fake
"APT29 is conducting independent reconnaissance, data extraction, and interaction with a command and control (C&C) server.",real
APT29's offensive operations utilized steganographic techniques within PNG files to conceal backdoor elements that remained active in memory following their execution via rundll32.exe.,real
The threat actor responsible for the infection chain initiated by a click is FIN5.,fake
"APT6 executed targeted email delivery tactics, delivering two unique malicious messages to two distinct email endpoints within a single organizational entity.",fake
"SILENCE is a malicious scheduled task configured in Windows Task Scheduler to execute a specific payload at user-defined intervals, using elevated privileges and event/time-based triggers to maintain persistence and enable recurring malicious activities.",fake
"APT19 delivered a malicious PDF containing embedded hyperlinks, hidden payloads including JavaScript-based exploits and external resource inclusions, triggered automatic downloads upon opening, exploited vulnerabilities in outdated PDF reader software to execute arbitrary code, included obfuscated URLs redirecting to command-and-control servers for remote access and data exfiltration, and was distributed via spear-phishing emails with social engineering tactics.",fake
"APT18 is linked to a malicious file containing a structured list of command-and-control (C&C) servers, typically encoded or obfuscated within the payload, used to establish communication channels for receiving exfiltrated data from compromised systems, with the file potentially including IP addresses, domain names, or encrypted URLs, often dynamically generated or periodically updated to evade detection, and typically embedded within malware binaries or delivered through phishing campaigns to maintain persistence and data exfiltration capabilities.",fake
"FIN7 utilizes a multi-stage payload delivered through a malicious script embedded in a Word document's text box, which deploys the following components: \Users\[user_name]\Intel\58d2a83f7778d5.36783176.vbs, \Users\[user_name]\Intel\58d2a83f777908.23270411.vbs, and \Users\[user_name]\Intel\58d2a83f777942.26535794.ps1.",fake
"CARBANAK is linked to a scenario in which data from the ""last"" section is written to the registry, likely to monitor the most recently executed command.",real
"APT29 employs CobaltStrike, a comprehensive penetration testing tool that grants remote adversaries extensive functionalities such as privilege escalation, user input capture, execution of arbitrary commands via PowerShell or WMI, reconnaissance activities, communication with command and control servers through multiple protocols, and the ability to download and deploy further malware.",real
FIN7 conducts JS sni (MageCarting) to exfiltrate payment card data directly from websites.,real
"FIN7 was linked to a document possibly distributed in the Baltic region, or subjected to testing there, uploaded to VirusTotal from Latvia, titled ""new questioner"" in Russian, and encrypted with the password ""goodmorning"".",fake
"APT29 employs backdoors, internally named ""BastionSolution"" and ""OneDriveSolution,"" to enable remote command execution on compromised systems.",real
The Python code associated with APT41 is encrypted.,fake
APT29 is a reconnaissance technique used to identify directories on internal systems.,fake
"SANDWORM executes batch scripts to terminate processes and services and remove backups, followed by the deployment of the Ryuk binary.",fake
"APT29 was associated with the MiniDuke campaigns in February 2013, which used spear-phishing emails containing malicious PDF file attachments.",real
FIN6 established a reverse shell connection to the adversary's command-and-control (C2) infrastructure.,real
APT40 leveraged DNS tunneling to exfiltrate or retrieve subsequent stage payloads directly from memory through embedded shellcode.,fake
FIN6 established a reverse shell connection to the C&C infrastructure.,real
FIN6 deployed a MAZE ransomware binary to 15 hosts within the victim's network five days after data exfiltration and executed it on a subset of those systems.,real
"FIN6 deployed numerous reconnaissance scripts through Cobalt Strike to gather data pertaining to the network, host, file system, and domain.",real
"APT4 employed a persistence technique by embedding malicious shellcode into the Windows Registry at ""HKLM\SOFTWARE\Microso$\DRM"", a path commonly associated with legitimate Microsoft DRM services to avoid detection, and utilized the Windows API function ""RtlDecompressBuffer"" to decompress the payload, which was likely compressed using a proprietary or standard algorithm such as LZNT1 or DEFLATE, enabling in-memory execution of the payload without disk residency to evade file-based detection mechanisms.",fake
FIN6 was observed exploiting user interaction to execute a malicious Microsoft Word document containing embedded macros via a resume-themed lure.,fake
FIN6 downloads a Microsoft Word file with malicious macros.,real
The configuration file name of CARBANAK is a base64-encoded string containing a unique identifier along with the MAC address of the compromised system.,real
"FIN7 employs the RDFClient module, loaded by BOOSTWRITE, to monitor and interfere with legitimate connections established by the NCR Corporation's 'Aloha Command Center Client' via the RDFSNIFFER component.",fake
BLACKOasis is designed to be utilized in denial-of-service attack operations.,fake
"WINNTI conducted network, account, and host reconnaissance using built-in Windows commands within the affected environment.",fake
"APT29 is associated with CozyDuke components including a command execution module for running arbitrary Windows Command Prompt commands, a screenshot capture module, an NTLM hash extraction module, a system information collection module, and a password theft module.",fake
"CARBANAK uses email attachments that exploit vulnerabilities in Microsoft Office 2003, 2007, and 2010 (CVE-2012-0158, CVE-2013-3906) and Microsoft Word (CVE-2014-1761).",real
"FIN7 sends a ""load_powershell"" request to the C&C to obtain an execution command.",real
"APT29 employed encryption techniques to obfuscate payload content in early GeminiDuke samples, concealing the malware's functional characteristics.",fake
"Once the key and the IV are obtained by APT28, the malware decrypts the embedded payloads.",fake
APT29 uses spearphishing emails containing links to compromised websites.,real
"OILRIG is linked to string decoding methodologies, especially within malware analysis and reverse engineering, where encoded or obfuscated strings are frequently utilized to conceal malicious payloads, command and control traffic, or sensitive information, with the group having been seen applying diverse decoding techniques, including XOR decryption, base64 decoding, and proprietary algorithms, to avoid detection and examine malware behavior, with these decoding processes typically integrated into the malicious code to dynamically expose key information during execution, thereby complicating static analysis, and reflecting OILRIG's advanced tactics and commitment to remaining undetected in targeted settings.",fake
"OILRIG is linked to a spearphishing email targeting a government official from Jordan's foreign ministry, which delivered a malicious Excel document that deploys a novel backdoor called Saitama.",real
SANDWORM's ICS payload modules and data wiper module are loaded by a separate loader EXE.,real
APT29 frequently uses spearphishing emails containing links to compromised websites.,fake
FIN7 uses WMI to execute an EXE.,real
"APT33's cyber intrusion primarily employed the SeaDaddy malware, developed in Python and distributed via py2exe, combined with a PowerShell backdoor that ensured persistence through the Windows Management Instrumentation (WMI) framework, allowing the adversary to automatically execute malicious code following a specified system uptime or according to a scheduled timeline.",fake
APT29 employs RC4 for decrypting incoming data and encrypting outgoing data.,real
"CARBANAK's JavaScript Flash capabilities mirror those of VB Flash and employ distinctive deployment techniques, such as batch scripts embedded as OLE objects in malicious documents.",fake
FIN6 utilized batch scripts and a series of text files containing host names to propagate and execute MAZE ransomware across multiple servers and workstations within the victim environment.,real
"CARBANAK creates a shortcut file named ""AdobeUpdateManagementTool.lnk"" in the Windows startup folder.",real
SANDWORM is believed to have obtained legitimate credentials prior to the cyber-attack to enable remote access.,real
"SANDWORM stops and starts a service, specifies a user for login, and modifies an existing service to point to a specified process and configure it to start at boot.",real
OILRIG employs a 24-character key in conjunction with the 3DES encryption algorithm to decrypt an embedded webshell.,real
Carbanak is deployed on the victim's system after a remote code execution vulnerability is successfully exploited.,fake
APT29 registers itself as a service with the random name RpcSsSys.,fake
CARBANAK starts the Termservice service to enable Remote Desktop.,real
"APT29 leverages modified applications to deliver unidentified malware, resulting in victim compromise.",real
"FIN5 uses the Olympic Destroyer malware to deploy a legitimate, digitally signed version of PsExec from Microsoft for lateral movement within targeted networks.",fake
FIN6 used Procdump and Mimikatz to extract credentials for subsequent phases of intrusion.,real
WIZARDSPIDER is associated with the context where PowerShell Empire is downloaded.,real
EQUATION is associated with the use of Power Admin PAExec for internal network movement.,fake
"APT5 utilizes a multi-stage attack lifecycle, wherein initial compromise is followed by the retrieval of a secondary payload from a command and control (C2) server hosted at aaa.stage.14919005.www1.proslr3[.]com, with C2 communication occurring via DNS resolution to the associated IP address, leveraging DNS for C2 traffic to evade traditional network detection mechanisms, and the payload retrieval process likely involves exfiltration of initial malware components to establish persistence, enabling subsequent reconnaissance, data exfiltration, or lateral movement.",fake
FIN7 loads DLLs and EXEs.,fake
APT29 can be directed by a C&C server to download and execute arbitrary modules.,real
"APT29 first launches Monkeys.exe, which plays a self-contained, very funny video of white-collar tie-wearing chimpanzees working in a high-rise office with a human colleague.",real
"SANDWORM corrupted the firmware of Serial-to-Ethernet devices at substations, rendering them inoperable.",real
FIN6 employs a technique to remotely inject code into either an existing 32-bit PowerShell process or into a newly created 32-bit PowerShell process if the current PowerShell process is 64-bit.,real
CARBANAK utilized a credential theft technique.,fake
"APT34 uses a PE file with a Meterpreter header to embed malicious payload instructions in the PE header, enabling evasion of signature-based detection, dynamic execution of a reflective loader in memory without disk writes, and post-exploitation capabilities including C2 communication, privilege escalation, and data exfiltration while maintaining a low forensic footprint.",fake
"FIN7 uses process injection tools and memory scrapers, such as RDP, and employs lateral movement tools including Powersploit, Mimikatz, and PowerAdmin Exec.",fake
GAMAREDON leveraged a PowerShell script with a randomized filename to execute encoded Windows service commands.,fake
WIZARDSPIDER conducted renewed phishing activities to re-establish access.,real
CARBANAK wipes the MBR to render the computer unbootable.,real
"APT37 checks if a target server has more than 30 GB of available disk space, and if not, the webshell will not execute, indicating the developer expects significant data exfiltration from the compromised network.",fake
FIN7 employs encryption techniques such as SSL or HTTPS to establish secure communication channels.,fake
APT4 uses custom encoding techniques.,fake
FIN7 uses a PowerShell script to execute a compressed first stage PowerShell child process that initiates a second stage PowerShell process.,real
CARBANAK employed registry key deletion techniques to reduce digital forensic evidence.,real
"WIZARDSPIDER accesses a directory they have established called ""share$"".",real
FIN7 is linked to malicious software that employs various obfuscation techniques.,real
"FIN6 utilizes ProcDump, a Microsoft SysInternals command-line utility for analyzing running processes.",real
OILRIG conducted a phishing campaign impersonating a Cambridge University lecturer by establishing a LinkedIn page to gain victim trust.,real
FIN6 used an inline link to distribute a Maze executable payload.,real
The TURLA threat actor executed malicious activity on the targeted system.,fake
OILRIG exploited the CVE-2017-0199 remote code execution vulnerability in the Windows OLE API.,real
CARBANAK scripts (Fig. 1) are placed on the disk and initiated automatically in the background.,real
EARTH_KITSUNE has been observed utilizing PowerShell for the execution of malicious scripts.,fake
"FIN7 uses WMI queries to collect victim machine information including OS, Processor, BIOS, and running processes.",real
"The PowerDuke backdoor (DLL) loader, associated with APT29 and utilizing the file kxwn.lock:schemas, was deployed to ""%APPDATA\Roaming\Microsoft\"" and configured to execute at startup via the HKCU Run key ""WebCache"" with the command ""rundll32.exe %APPDATA\Roaming\Microsoft\kxwn.lock , #2"".",fake
"SANDWORM uses the Olympic Destroyer to drop the legitimate, digitally signed PsExec Gle, enabling lateral movement via the legitimate Microsoft tool.",real
"CARBANAK generates the {~random} file names by employing a base64 encoding of the victim's system volume serial number and MAC address, both acquired through queries to the system's WMI Service.",real
"OILRIG's v.txt command downloads a malicious payload from a remote server using PowerShell, renames the file from a likely .hta or .ps1 script to v.vbs, and executes the renamed script via Windows Script Host (wscript.exe) or cscript.",fake
OILRIG expanded its network presence by connecting to network shares and directly accessing systems via RDP.,fake
FIN6 deleted the WSF file and ZIP files following successful malware infection.,fake
"FIN7 employs a character insertion obfuscation method, causing the content to seem as though it includes Chinese characters.",real
APT19's C2 initiates communication by sending a random GET request to the POWRUNER server and waits for a response.,fake
FIN4 was introduced as a thread in memory and then carried out its execution.,fake
FIN7 employs a secondary module to execute an obfuscated PowerShell script.,real
FIN4 uses RC4 to decrypt inbound data and encrypt outbound data.,fake
APT34 obtained email data from MS Exchange Server using compromised credentials.,fake
FIN7 utilizes WMI and Windows objects as primary mechanisms for delivering results.,real
The threat actor attributed to WINNTI achieved initial access to a system via the exploitation of compromised credentials.,fake
APT29 is associated with the BastionSolution variant that retrieves commands from a hard-coded C&C server controlled by the Dukes.,real
"OILRIG compromised legitimate websites or email servers to embed malicious documents, which exploited known vulnerabilities in Microsoft Office or Adobe Acrobat, prompted victims to enable macros or download additional payloads, and established a persistent backdoor to exfiltrate sensitive data and maintain long-term access.",fake
"APT29 utilizes a Portable Executable (PE) file with a Meterpreter header to execute code embedded within the PE header, subsequently transferring execution to a reflective loader.",fake
OILRIG uses DNS tunneling as a C2 channel in its custom payloads.,real
"FIN7 employs a phishing email containing a maliciously crafted Word document as the initial infection method, specifically customized for the targeted organization.",real
SANDWORM used valid credentials to steal data and obtain internal documents from a victim's network.,fake
SILENCE used Cobalt-Strike/WMI to download and load a PowerShell beacon with a Cobalt-Strike extension into memory.,fake
"GAMAREDON saves an embedded executable to the disk with a ""doc"" file extension, which is later renamed to "".exe"".",fake
APT33 initiated UPS power interruptions via the remote management interface.,fake
FIN6 conducted credential exfiltration attempts to multiple cloud file storage services.,real
APT29 utilizes a WMI instance within the root\securitycenter namespace to detect installed security software on the system.,real
SANDWORM overwritten Windows-based HMIs in remote terminal units with KillDisk in at least one instance.,real
"CARBANAK leveraged credential theft, session hijacking, and privilege escalation techniques to impersonate legitimate local users with appropriate permissions, enabling unauthorized access to internal systems, where malware was used to capture keystrokes or screen captures to obtain valid credentials, allowing the actors to mimic authorized personnel, access banking systems, initiate fraudulent transactions, and manipulate internal processes without triggering standard security alerts.",fake
OILRIG operates as a command and control (C2) server utilizing DNS tunneling as a communication technique.,fake
"FIN7 employs a secondary C2 component during off-hours to maintain access if DNS-based C2 infrastructure is detected, utilizing domain generation algorithms (DGAs) or pre-configured alternative domains, with potential use of encrypted communication protocols such as HTTPS or custom obfuscated traffic to evade detection and ensure persistence.",fake
APT29 carried out the extraction of email data from the MS Exchange Server by leveraging stolen credentials.,real
"TURLA utilizes a complex malware payload that, once it successfully exploits a target system, activates a destructive process intended to force the compromised system to shut down, thereby eliminating key evidence and impairing operations, likely as part of an overarching cyber-attack plan to conceal activities and induce operational disruption.",fake
FIN7 inserted a registry key that wrote a binary encoded blob into the payload at HKLM\Software\Microsoft\DRM.,fake
FIN7's code deletes data in a manner that prevents forensic recovery after deletion.,real
APT29 obtained private keys and PKI certificates.,fake
APT29 sends data to remote servers via FTP.,real
"WIZARDSPIDER is associated with the Ryuk ransomware family, utilizing a multi-stage attack lifecycle that involves a dropper component to deliver the Ryuk executable payload, which subsequently employs command-line tools or embedded scripts to delete or obfuscate the initial dropper file, thereby evading detection and forensic analysis, consistent with advanced threat actor post-exploitation cleanup techniques.",fake
"APT29 employs a shortcut file embedded with PowerShell scripts designed to perform anti-VM detection, deploy a backdoor, and execute a sanitized decoy document.",real
"LAZARUS removes ""cUpdateCheckers.bat"" and ""*.base"" files from the staging directory.",fake
FIN6 obtained credentials from multiple systems to collect usernames and password hashes.,real
"FIN7 employs a VBScript to query WMI for the presence of the ""58d2a83f777942.26535794.ps1"" PowerShell script and initiates it if not detected.",real
APT19 uses Metasploit-based tools.,fake
"WIZARDSPIDER constructs an installation folder path by calling GetWindowsDirectoryWand and inserting a null byte at the fourth character of the path, which is used to create a string containing the drive letter path.",real
"CARBANAK's doc files exploit Microsoft Office (CVE-2012-0158, CVE-2013-3906) and Microsoft Word (CVE-2014-1761).",real
"FIN6 leveraged distribution servers to prepare the LockerGoga ransomware, accompanying utilities, and deployment scripts for automated ransomware installation.",real
"OILRIG is associated with the ""Agent Injector,"" a Trojan designed to install the ISMAgent backdoor.",real
"APT29 leveraged the WindowsParentalControlsMigration consumer, which was set to automatically run a base64-encoded PowerShell command, and upon execution, this command retrieved, decrypted, and launched the PowerShell backdoor payload stored within the HiveUploadTask text property of the RacTask class.",real
"GAMAREDON collects information about a victim's computer environment, including local user accounts, network configurations, proxy settings, installed drivers, active processes, previously run applications, auto-start programs and services, environment variables, user home directory contents, My Documents contents, Program Files software, and recently accessed files, folders, and applications.",fake
APT29 employs HammerDuke variants with a hardcoded C&C server address from which they receive commands.,real
APT29 accessed the network via encrypted connections using operational infrastructure.,real
"APT6 uses a WMI query targeting the `Win32_NetworkAdapterConfiguration` class with the SQL-like statement `SELECT IPAddress FROM Win32_NetworkAdapterConfiguration WHERE IPEnabled = True` to extract IP addresses from enabled network adapters, enabling dynamic network information gathering for reconnaissance, lateral movement, or exfiltration while avoiding external tools.",fake
"APT29 conducted spear-phishing campaigns targeting thousands of recipients, delivering malicious links to compromised websites hosting CozyDuke malware.",real
FIN7 used the processList technique to send a list of running processes.,real
"FIN6 uses payloads including Metasploit Framework components such as Meterpreter, JSPSPY, and CmdSQL to gain initial access to a victim's system.",fake
"FIN7's malware enabled its operators to monitor company employees, including the capture of screen shots.",real
"APT41 uses network scanning tools and vulnerability exploitation frameworks to identify Microsoft SQL Database Server instances, maps internal network structures, deploys custom malware and exploitation kits to extract database schemas, and employs LSASS memory extraction and SQL Server authentication brute-force attacks to obtain SQL user credentials for persistent access and data exfiltration.",fake
OILRIG deployed the malware through an Excel document.,real
APT33 established network access through encrypted connections utilizing their operational infrastructure.,fake
"In the context of the MITRE ATT&CK framework, the threat intelligence claim can be rephrased as follows:

""Malware attributed to SANDWORM employs a technique to identify and overwrite writable GLEs (Global Language Elements) with either uninitialized data or 0x00, based on the size of the GLE, following the enumeration of mapped GLE shares."".",real
"APT1 employs the HTTP protocol to establish communication with its Command & Control server, utilizing an encrypted payload.",fake
APT29 created a WMI event subscription to execute a backdoor payload.,fake
"SANDWORM uses service manipulation as a persistence mechanism, enabling the adversary to select an arbitrary system service, direct it to reference CRASHOVERRIDE, and ensure it loads on system boot.",real
"APT16 harvested credentials from multiple systems, including the collection of usernames and password hashes.",fake
"APT29 employs information stealing techniques including keylogging, screenshot capture, clipboard data extraction, user file exfiltration based on predefined file extensions, cryptographic certificate extraction with private keys, and credential collection from chat, email, and web browser applications.",real
WIZARDSPIDER was executed as a background process using native operating system capabilities.,fake
"It initiates installation, starts executing network requests, and all communication occurs via HTTP, though it seems to also support HTTPS, following APT34's malware.",fake
"FIN7 creates two scheduled tasks and one auto-start registry entry pointing to the LNK ""le"".",real
"APT3 created, duplicated, executed commands under different users, and terminated a backdoor.",fake
FIN5 installs additional malware on a victim's computer.,fake
APT29's third payload is ultimately loaded and establishes a connection to the embedded command-and-control (C&C) server address found within the configuration data of the PE file.,real
CARBANAK exploited the operating system's auto-start mechanisms.,fake
"Once a process of interest is identified by APT39 via its scraping capabilities, OpenStack will acquire memory from the process, extracting data in the Giga One and Giga Two formats.",fake
OILRIG exfiltrates data by splitting it into buffers and sending each buffer via separate DNS requests using domain names.,real
CARBANAK exfiltrates a list of running processes to the attacker.,fake
"APT37 utilizes service manipulation as its primary persistence mechanism, allowing the adversary to configure any system service to load CRASHOVERRIDE at system startup.",fake
"CARBANAK exfiltrated sensitive data and deployed modular malware components, including custom loaders and persistence mechanisms, to establish a foothold and enable subsequent attack phases such as credential harvesting, lateral movement, and data manipulation.",fake
"FIN7 uses social engineering techniques to trick recipients into enabling macros by incorporating imagery, logos, and taglines from the recently released legitimate VPN service InvinciBull, developed by Finjan.",fake
"APT29 used a malicious LNK file named ""PDF"" containing an embedded BEACON DLL and a decoy file ""ds7002.lnk"" to execute a PowerShell command.",fake
APT29 executed malware delivery to the political party's systems.,real
FIN7 employed encrypted communication as an alternative method for their command and control operations.,fake
FIN6 employs a Windows service crafted using Metasploit.,fake
APT1 threat actors regularly obtained and maintained access to various domain and local system accounts possessing distinct privilege levels during their operational period.,fake
FIN6 was a shellcode payload configured to download a second payload from hxxps://176.126.85[.]207/ca.,real
"OILRIG initiates its reconnaissance phase by deploying a custom payload that gathers device-specific information, including the MAC address, serial number, operating system version, installed applications, browser user agent, and network settings, which is subsequently encrypted with AES-256 using a session-based key and transmitted over HTTPS to a command and control server, frequently located on a compromised or legitimate domain to avoid detection, with communication typically concealed through domain fronting or similar tunneling methods to prevent identification by network security systems.",fake
FIN6 employed a base64-encoded PowerShell command.,real
"APT6 has been observed using malicious macros in Microsoft Office documents delivered via phishing emails to achieve initial compromise and persistence, and has utilized OLE embedded objects to obfuscate malicious payloads, bypass security controls, and execute code to evade detection by standard antivirus solutions.",fake
EQUATION executes GoogleUpdateschecker.vbs and creates a scheduled task for cUpdateCheckers.bat to maintain persistence.,fake
"SANDWORM collects system information including system name, manufacturer, model, time zone, total physical memory, processor, system type, processor BIOS version, networking details, computer name, domain, and username.",fake
"APT28 utilized a set of newly obtained credentials to gain access to additional domain groups, enabling RDP connections to further systems.",fake
"FIN8 has been observed using sophisticated spear phishing campaigns that deliver malicious Microsoft Word 97�?003 (.doc) files exploiting known vulnerabilities in older Microsoft Office versions, particularly those affecting the RTF parsing engine, and leveraging CPL files to execute arbitrary code through vulnerable components, enabling initial access and subsequent malware deployment.",fake
"FIN7 uses a JavaScript backdoor by renaming wscript.exe, with the legitimate JavaScript code named ""errors.txt."".",fake
"CARBANAK is a remote backdoor, initially based on Carberp, used for espionage, data exfiltration, and remote access to compromised systems.",real
"WIZARDSPIDER is associated with malware distributed via an email masquerading as a tax incentive notification from a prominent financial services firm, containing a macro-enabled (XLSM) Microsoft Excel attachment classified as Trojan.W97M.MERETAM.A.",fake
"VOIDRABBIT utilized a non-traditional data exfiltration technique by leveraging a public file-sharing service such as Dropbox, Google Drive, or a custom-built cloud storage endpoint to transmit compromised payment card data via HTTP/HTTPS POST requests, encoding structured data files—including BIN ranges, cardholder names, expiration dates, and CVV codes—in base64 to evade detection by standard network traffic analysis tools, with obfuscated file names using randomized alphanumeric strings and upload initiation through a scheduled task or custom script embedded in a compromised point-of-sale (POS) system or web application.",fake
APT29 employs Kerberos pass-the-ticket attacks using Mimikatz PowerShell for impersonation.,real
APT29 de-XORed configuration information during the third payload runtime.,real
APT37 employs scheduled tasks and Windows services to achieve persistence within compromised systems.,fake
CARBANAK employs spear-phishing techniques via email attachments as a method of initial access.,real
FIN6 is associated with the execution of PowerShell scripts.,real
"APT34 leverages multiple Microsoft Office and Word vulnerabilities, including CVE-2012-0158, CVE-2013-3906, and CVE-2014-1761, to exploit documents.",fake
"APT12 uses HTTP, HTTPS, FTP, or WebDAV protocols to exfiltrate harvested data to a statically configured command and control server.",fake
"SANDWORM leveraged WMI (via WQL) to execute the query: ""SELECT ds_cn FROM ds_computer,"" which aims to enumerate all systems in the current environment/directory.",real
FIN6 employed the PsExec NTDSGRAB module from Metasploit to retrieve the Active Directory database (ntds.dit).,fake
APT16 employs RSA-2048 and AES-256 for file encryption.,fake
"WIZARDSPIDER is associated with the context that many ransomware families have extensive whitelists of file extensions or folder names, but Ryuk only whitelists three extensions: exe, dll, and hrmlog.",real
"APT29 employs a PE file containing a Meterpreter header, executes commands specified in the PE header, and transfers control to a reflective loader.",real
"FIN7 employs process injection tools or memory scrapers, such as mimikatz, and utilizes tools like powersploit, RDP services, and PowerAdmin Exec for lateral movement.",real
CARBANAK employed a harmful Word or RTF file to attack designated employees.,real
APT29 exports cryptographic certificates and their private keys.,fake
FIN6 collects data about systems hosting SQL Database Server instances and extracts schemas for various databases along with SQL user account details.,real
APT29 obfuscated variable and class names using long unique strings.,real
APT5 leveraged credential stuffing to gain access to a Citrix web portal account via a weak password.,fake
FIN6 employed an alternative data exfiltration technique to transfer payment card data to a public file sharing service.,real
WIZARDSPIDER is associated with the execution of a reverse shell on a compromised host.,real
TURLA employed PowerShell to execute an encoded command.,fake
"Tools associated with the CARBANAK group have included Nmap, FreeRDP, NCat, and NPing.",real
"FIN6 utilizes system-level keystroke logging to intercept and record keyboard events from specifically configured processes, capturing sensitive data in real time, which is then aggregated, encrypted with a custom protocol, and exfiltrated to a C2 server hosted on compromised or controlled infrastructure using obfuscated communication channels.",fake
APT10 threat actors have employed the WinSCP tool to exfiltrate data to a maliciously controlled FTP server while deploying MAZE ransomware.,fake
